GeneID,GeneName,Log2FC_Y_VS_N
ENSG00000131370,SH3BP5,0.028165246
ENSG00000125434,SLC25A35,0.028152184
ENSG00000197858,GPAA1,0.028140385
ENSG00000198106,AC025279.1,0.02812786
ENSG00000249592,AC139887.2,0.028124406
ENSG00000259402,AC090515.5,0.028118248
ENSG00000100346,CACNA1I,0.02811716
ENSG00000259671,MTCYBP23,0.028087817
ENSG00000158019,BABAM2,0.028086685
ENSG00000291263,,0.028077856
ENSG00000010165,EEF1AKNMT,0.028076984
ENSG00000116809,ZBTB17,0.028075495
ENSG00000237738,RNF216-IT1,0.028072426
ENSG00000175854,SWI5,0.028069533
ENSG00000267205,AC005954.2,0.028067014
ENSG00000101290,CDS2,0.028064619
ENSG00000138835,RGS3,0.028064296
ENSG00000291265,,0.028056359
ENSG00000114395,CYB561D2,0.028055535
ENSG00000257875,AC089998.3,0.028045182
ENSG00000255339,AL133352.1,0.028009941
ENSG00000126267,COX6B1,0.027999437
ENSG00000276317,AL357033.3,0.027990722
ENSG00000165972,CCDC38,0.027977055
ENSG00000235750,KIAA0040,0.027972327
ENSG00000172500,FIBP,0.027969223
ENSG00000273461,AC105265.2,0.027960756
ENSG00000281021,AL078581.4,0.027949106
ENSG00000134369,NAV1,0.027947858
ENSG00000212238,RNA5SP244,0.027942869
ENSG00000168101,NUDT16L1,0.027941699
ENSG00000188163,FAM166A,0.027941066
ENSG00000251357,AP000350.4,0.027937664
ENSG00000158717,RNF166,0.027931846
ENSG00000132676,DAP3,0.027929531
ENSG00000175764,TTLL11,0.027923761
ENSG00000278600,AC015871.3,0.027921463
ENSG00000172349,IL16,0.027917201
ENSG00000149089,APIP,0.027917124
ENSG00000279071,AC073592.3,0.02791142
ENSG00000112561,TFEB,0.027910829
ENSG00000262209,PCDHGB3,0.027885013
ENSG00000228886,AL138963.1,0.027883074
ENSG00000166847,DCTN5,0.027882795
ENSG00000146530,VWDE,0.02787748
ENSG00000260022,AL031716.1,0.027871676
ENSG00000114812,VIPR1,0.027854748
ENSG00000273148,LINC00653,0.027852319
ENSG00000114648,KLHL18,0.027851115
ENSG00000177239,MAN1B1,0.027844158
ENSG00000274964,AC026356.1,0.027843297
ENSG00000100221,JOSD1,0.02784118
ENSG00000287110,AC112484.5,0.027840172
ENSG00000187595,ZNF385C,0.027826895
ENSG00000161905,ALOX15,0.027826696
ENSG00000170482,SLC23A1,0.027821852
ENSG00000151690,MFSD6,0.027816374
ENSG00000262580,AC087741.1,0.027812338
ENSG00000137054,POLR1E,0.027808058
ENSG00000068745,IP6K2,0.027779773
ENSG00000162999,DUSP19,0.027779681
ENSG00000279176,AC079316.2,0.027770445
ENSG00000177981,ASB8,0.027769381
ENSG00000141933,TPGS1,0.027766843
ENSG00000180626,ZNF594,0.027765725
ENSG00000130812,ANGPTL6,0.027761667
ENSG00000242028,HYPK,0.027758983
ENSG00000248275,TRIM52-AS1,0.027732596
ENSG00000140943,MBTPS1,0.027729665
ENSG00000170175,CHRNB1,0.027728619
ENSG00000133961,NUMB,0.027722839
ENSG00000103932,RPAP1,0.027720253
ENSG00000254501,AP003068.1,0.027716898
ENSG00000198208,RPS6KL1,0.027716045
ENSG00000214022,REPIN1,0.027711209
ENSG00000126001,CEP250,0.027708336
ENSG00000273456,AC064836.2,0.027708102
ENSG00000288739,,0.027701702
ENSG00000174151,CYB561D1,0.027690225
ENSG00000272741,AC069257.3,0.027682404
ENSG00000033170,FUT8,0.027670981
ENSG00000112212,TSPO2,0.027669341
ENSG00000290292,,0.027667344
ENSG00000165119,HNRNPK,0.027665094
ENSG00000236300,MTND4LP12,0.027654087
ENSG00000108591,DRG2,0.027644995
ENSG00000286782,AL355377.3,0.027643122
ENSG00000222501,RNU4-25P,0.027639819
ENSG00000233927,RPS28,0.027637124
ENSG00000129467,ADCY4,0.027624642
ENSG00000272509,AC087752.4,0.02761598
ENSG00000281912,LINC01144,0.027609759
ENSG00000107164,FUBP3,0.027608444
ENSG00000279078,SND1-IT1,0.027601858
ENSG00000134571,MYBPC3,0.027587065
ENSG00000181541,MAB21L2,0.027579864
ENSG00000279502,AC016542.2,0.027579289
ENSG00000007923,DNAJC11,0.027576334
ENSG00000219392,ZNF602P,0.027574336
ENSG00000264294,SNORD55,0.02757124
ENSG00000235106,BRD3OS,0.02756818
ENSG00000106052,TAX1BP1,0.027564344
ENSG00000100299,ARSA,0.02755474
ENSG00000247774,PCED1B-AS1,0.027553661
ENSG00000259813,AC138028.3,0.027548249
ENSG00000255819,KLRC4-KLRK1,0.027543195
ENSG00000219470,AL355802.1,0.027536117
ENSG00000214265,AC124312.1,0.027535518
ENSG00000183785,TUBA8,0.027534348
ENSG00000147123,NDUFB11,0.027534017
ENSG00000213339,QTRT1,0.027531953
ENSG00000133597,ADCK2,0.027525734
ENSG00000232228,RPL36AP16,0.027520297
ENSG00000267348,GEMIN7-AS1,0.027506839
ENSG00000196396,PTPN1,0.027506756
ENSG00000120685,PROSER1,0.027495566
ENSG00000177324,BEND2,0.027483846
ENSG00000273088,AL713999.1,0.027472676
ENSG00000291085,,0.027458358
ENSG00000167208,SNX20,0.027446874
ENSG00000013364,MVP,0.027440398
ENSG00000226711,FAM66C,0.027435857
ENSG00000280434,AL031595.3,0.0274333
ENSG00000238164,TNFRSF14-AS1,0.027429369
ENSG00000167778,SPRYD3,0.027428053
ENSG00000264772,AC016876.2,0.027425038
ENSG00000214063,TSPAN4,0.027419998
ENSG00000064961,HMG20B,0.027408089
ENSG00000230568,SF3A3P1,0.027407885
ENSG00000286688,AP002748.6,0.027370662
ENSG00000204316,MRPL38,0.0273643
ENSG00000064545,TMEM161A,0.027361232
ENSG00000251279,SMIM15-AS1,0.027356531
ENSG00000273343,AC007663.4,0.02734886
ENSG00000279762,AC005899.8,0.02734792
ENSG00000279741,AC007342.8,0.027344742
ENSG00000170502,NUDT9,0.027339655
ENSG00000260229,PPIAP51,0.027333765
ENSG00000246430,LINC00968,0.027327564
ENSG00000100354,TNRC6B,0.027324468
ENSG00000179627,ZBTB42,0.027323248
ENSG00000277075,H2AC8,0.02732189
ENSG00000266897,AC005546.1,0.027316159
ENSG00000290830,,0.02730446
ENSG00000285669,AC026979.4,0.027303995
ENSG00000205356,TECPR1,0.027300336
ENSG00000177990,DPY19L2,0.027298331
ENSG00000254177,AC079209.2,0.027297385
ENSG00000101191,DIDO1,0.027288094
ENSG00000165233,CARD19,0.027277143
ENSG00000142102,PGGHG,0.027272384
ENSG00000238280,AC067751.1,0.027261695
ENSG00000134910,STT3A,0.027256918
ENSG00000213876,RPL7AP64,0.027253998
ENSG00000160321,ZNF208,0.027238891
ENSG00000171217,CLDN20,0.027234079
ENSG00000284735,AL139424.3,0.027229442
ENSG00000145919,BOD1,0.027226952
ENSG00000160791,CCR5,0.027224312
ENSG00000255092,AC010768.2,0.0272222
ENSG00000127191,TRAF2,0.027220557
ENSG00000087589,CASS4,0.027220132
ENSG00000273486,AC096992.2,0.02721351
ENSG00000259545,AC013452.1,0.027208863
ENSG00000147403,RPL10,0.027202051
ENSG00000166501,PRKCB,0.027199252
ENSG00000101940,WDR13,0.027198508
ENSG00000136271,DDX56,0.027189277
ENSG00000236008,LINC01814,0.027184613
ENSG00000228672,PROB1,0.027184486
ENSG00000158864,NDUFS2,0.027176732
ENSG00000119669,IRF2BPL,0.027174521
ENSG00000170542,SERPINB9,0.02717073
ENSG00000284173,MIR6513,0.027167783
ENSG00000092203,TOX4,0.027165117
ENSG00000183814,LIN9,0.027158915
ENSG00000007944,MYLIP,0.027158126
ENSG00000224051,CPTP,0.027157639
ENSG00000052344,PRSS8,0.027150351
ENSG00000100429,HDAC10,0.027136918
ENSG00000133641,C12orf29,0.027134821
ENSG00000201403,SNORD14B,0.027134428
ENSG00000267277,AC024575.1,0.027133837
ENSG00000267834,AL592211.1,0.027133613
ENSG00000215252,GOLGA8B,0.027128834
ENSG00000264860,AC097641.1,0.027108771
ENSG00000231826,LINC01819,0.02710801
ENSG00000227678,AL355581.1,0.027103558
ENSG00000243323,PTPRVP,0.027099216
ENSG00000164039,BDH2,0.027092081
ENSG00000156150,ALX3,0.027087166
ENSG00000259407,AC021739.2,0.027083986
ENSG00000274051,AC005837.3,0.027069396
ENSG00000213041,AC093422.1,0.027066254
ENSG00000289788,,0.027065018
ENSG00000106077,ABHD11,0.027062835
ENSG00000285708,AC097634.4,0.027059235
ENSG00000139405,RITA1,0.027057959
ENSG00000224101,ELMO1-AS1,0.027054838
ENSG00000260855,AL591848.3,0.027035161
ENSG00000224424,PRKAR2A-AS1,0.027029271
ENSG00000263676,MIR4632,0.027028597
ENSG00000070669,ASNS,0.027028578
ENSG00000135926,TMBIM1,0.027022655
ENSG00000285763,AL358777.1,0.027016913
ENSG00000149531,FRG1BP,0.027011447
ENSG00000202566,MIR421,0.027006921
ENSG00000198369,SPRED2,0.027004123
ENSG00000179240,GVQW3,0.027000211
ENSG00000167657,DAPK3,0.026980389
ENSG00000260536,AL035071.2,0.02697474
ENSG00000178222,RNF212,0.026972944
ENSG00000290933,,0.026968184
ENSG00000272899,ATP6V1FNB,0.026961506
ENSG00000231992,AC092802.3,0.026958517
ENSG00000132591,ERAL1,0.026946146
ENSG00000143457,GOLPH3L,0.02694039
ENSG00000253636,AC022893.1,0.026937573
ENSG00000133105,RXFP2,0.026929682
ENSG00000268047,AC018766.1,0.026908098
ENSG00000128739,SNRPN,0.026906547
ENSG00000133318,RTN3,0.026905087
ENSG00000100441,KHNYN,0.026899871
ENSG00000134470,IL15RA,0.026898681
ENSG00000257702,LBX2-AS1,0.02689695
ENSG00000197037,ZSCAN25,0.026893185
ENSG00000188186,LAMTOR4,0.026892764
ENSG00000068120,COASY,0.026886879
ENSG00000199733,RNA5SP307,0.026883162
ENSG00000250131,AC078881.1,0.026880978
ENSG00000203879,GDI1,0.026879423
ENSG00000055163,CYFIP2,0.02686983
ENSG00000155749,FLACC1,0.026864238
ENSG00000223960,CHROMR,0.026849102
ENSG00000168124,OR1F1,0.026845365
ENSG00000249667,LINC01259,0.026845079
ENSG00000258529,AP001781.2,0.026838821
ENSG00000141644,MBD1,0.026811745
ENSG00000258985,AL352979.2,0.026808752
ENSG00000259940,AC109449.1,0.026797728
ENSG00000166436,TRIM66,0.026793889
ENSG00000143314,MRPL24,0.026786518
ENSG00000140995,DEF8,0.026785326
ENSG00000165632,TAF3,0.026783022
ENSG00000215022,AL008729.1,0.026781475
ENSG00000279707,AC120349.3,0.026761945
ENSG00000119632,IFI27L2,0.026753041
ENSG00000185049,NELFA,0.02674443
ENSG00000087903,RFX2,0.026741413
ENSG00000246130,AC107959.2,0.026732345
ENSG00000130640,TUBGCP2,0.026730451
ENSG00000119401,TRIM32,0.026727909
ENSG00000204904,LINC01545,0.026722831
ENSG00000225556,C2CD4D,0.026704867
ENSG00000145050,MANF,0.026701807
ENSG00000144524,COPS7B,0.026692124
ENSG00000266980,AC087289.1,0.026681489
ENSG00000250938,AC073475.1,0.026671033
ENSG00000287595,AC097369.2,0.026661066
ENSG00000177225,GATD1,0.026654713
ENSG00000243508,DNAJB6P7,0.026646347
ENSG00000260277,AC009019.1,0.026633812
ENSG00000289935,,0.026632655
ENSG00000240487,FAM214BP1,0.026632642
ENSG00000272617,AC026464.6,0.026627906
ENSG00000274614,AL390754.1,0.026622619
ENSG00000080854,IGSF9B,0.026621957
ENSG00000138279,ANXA7,0.026611786
ENSG00000283899,MIR761,0.026611764
ENSG00000069424,KCNAB2,0.026604891
ENSG00000235204,AL162724.2,0.026597648
ENSG00000272871,AL159169.2,0.026595236
ENSG00000005243,COPZ2,0.026593508
ENSG00000198286,CARD11,0.026592231
ENSG00000172336,POP7,0.026581502
ENSG00000166881,NEMP1,0.026572105
ENSG00000205560,CPT1B,0.026568938
ENSG00000265218,AC103810.2,0.026562349
ENSG00000244510,AC008267.5,0.026557663
ENSG00000291101,,0.026552507
ENSG00000280320,AC025262.2,0.026548329
ENSG00000290878,,0.026538784
ENSG00000186818,LILRB4,0.026525226
ENSG00000148248,SURF4,0.026524314
ENSG00000072501,SMC1A,0.02652045
ENSG00000101181,MTG2,0.026520373
ENSG00000076248,UNG,0.026519281
ENSG00000246790,AP000977.1,0.026518943
ENSG00000280194,AD000864.1,0.026493546
ENSG00000010810,FYN,0.026471994
ENSG00000196367,TRRAP,0.026465925
ENSG00000131634,TMEM204,0.026459734
ENSG00000267047,AC040977.2,0.026457317
ENSG00000225693,LAGE3P1,0.026453931
ENSG00000246339,EXTL3-AS1,0.02644407
ENSG00000130299,GTPBP3,0.026441195
ENSG00000242628,AC009228.1,0.026439844
ENSG00000287736,PTCSC1,0.026434368
ENSG00000175414,ARL10,0.026432672
ENSG00000133256,PDE6B,0.026429726
ENSG00000142634,EFHD2,0.026429009
ENSG00000109685,NSD2,0.026417636
ENSG00000128596,CCDC136,0.02640873
ENSG00000261630,AC007496.2,0.026405195
ENSG00000143878,RHOB,0.026404354
ENSG00000188483,IER5L,0.026377823
ENSG00000032389,EIPR1,0.026375698
ENSG00000163694,RBM47,0.026364097
ENSG00000182134,TDRKH,0.026356766
ENSG00000104835,SARS2,0.026356279
ENSG00000255062,AP001318.2,0.026348201
ENSG00000151474,FRMD4A,0.026339759
ENSG00000102858,MGRN1,0.026337593
ENSG00000176171,BNIP3,0.026328703
ENSG00000261934,PCDHGA9,0.026327439
ENSG00000118690,ARMC2,0.026323325
ENSG00000279080,AL022322.2,0.026316458
ENSG00000240710,AL512306.3,0.026309125
ENSG00000223509,AC135983.2,0.026306816
ENSG00000290285,,0.026305286
ENSG00000137070,IL11RA,0.026295941
ENSG00000254870,ATP6V1G2-DDX39B,0.026294198
ENSG00000214688,C10orf105,0.026277523
ENSG00000140941,MAP1LC3B,0.026276143
ENSG00000254208,AC011773.1,0.026275411
ENSG00000104518,GSDMD,0.026273242
ENSG00000125844,RRBP1,0.026267974
ENSG00000259863,SH3RF3-AS1,0.02625569
ENSG00000214773,AC112512.1,0.026246528
ENSG00000235042,SMARCAL1-AS1,0.026244686
ENSG00000197451,HNRNPAB,0.026244453
ENSG00000175334,BANF1,0.026238829
ENSG00000160087,UBE2J2,0.026229183
ENSG00000169189,NSMCE1,0.026224661
ENSG00000172269,DPAGT1,0.026223508
ENSG00000204569,PPP1R10,0.026218189
ENSG00000268279,AC090004.1,0.026208609
ENSG00000121895,TMEM156,0.026206144
ENSG00000177885,GRB2,0.02619455
ENSG00000252118,RNU6ATAC39P,0.02619166
ENSG00000105516,DBP,0.02619078
ENSG00000137807,KIF23,0.02618901
ENSG00000158805,ZNF276,0.026184167
ENSG00000181830,SLC35C1,0.026182785
ENSG00000244610,RN7SL756P,0.026165823
ENSG00000206052,DOK6,0.026157299
ENSG00000151651,ADAM8,0.02615484
ENSG00000269609,RPARP-AS1,0.026142176
ENSG00000166845,C18orf54,0.02613798
ENSG00000265148,TSPOAP1-AS1,0.026137431
ENSG00000274904,AC093512.1,0.026133287
ENSG00000169223,LMAN2,0.026125022
ENSG00000162654,GBP4,0.026117979
ENSG00000168026,TTC21A,0.026112429
ENSG00000182600,SNORC,0.026108844
ENSG00000178922,HYI,0.026103833
ENSG00000228925,AC016722.2,0.026102915
ENSG00000249474,AC020651.1,0.026099405
ENSG00000181027,FKRP,0.02609808
ENSG00000156675,RAB11FIP1,0.026097275
ENSG00000196976,LAGE3,0.026095889
ENSG00000157224,CLDN12,0.02609457
ENSG00000072736,NFATC3,0.026094458
ENSG00000167232,ZNF91,0.026094386
ENSG00000231369,Z97353.1,0.026081737
ENSG00000160113,NR2F6,0.026080913
ENSG00000139197,PEX5,0.026077358
ENSG00000137288,UQCC2,0.026075959
ENSG00000288873,,0.02607374
ENSG00000211701,TRGV1,0.026068687
ENSG00000167774,AC010323.1,0.026065611
ENSG00000203362,POLH-AS1,0.026062456
ENSG00000161544,CYGB,0.026058062
ENSG00000149541,B3GAT3,0.026046978
ENSG00000270878,GCATP1,0.026040966
ENSG00000110446,SLC15A3,0.02601778
ENSG00000219355,RPL31P52,0.026013813
ENSG00000148399,DPH7,0.026011656
ENSG00000134153,EMC7,0.026010423
ENSG00000110395,CBL,0.026005533
ENSG00000146054,TRIM7,0.025997766
ENSG00000167291,TBC1D16,0.02599437
ENSG00000013561,RNF14,0.025973526
ENSG00000173011,TADA2B,0.025971202
ENSG00000270049,AC009061.2,0.025970442
ENSG00000196793,ZNF239,0.025961797
ENSG00000231010,AL121672.1,0.025954904
ENSG00000254473,AL354920.1,0.025943036
ENSG00000138172,CALHM2,0.025931829
ENSG00000143164,DCAF6,0.025931113
ENSG00000099783,HNRNPM,0.025913639
ENSG00000280893,AC009133.6,0.025903748
ENSG00000055070,SZRD1,0.025902918
ENSG00000235236,AC137630.2,0.025889465
ENSG00000100577,GSTZ1,0.025885033
ENSG00000272814,AC093732.2,0.025884845
ENSG00000166484,MAPK7,0.025884801
ENSG00000206985,RNU6-198P,0.025880862
ENSG00000172432,GTPBP2,0.025872322
ENSG00000162144,CYB561A3,0.025869692
ENSG00000051620,HEBP2,0.025857364
ENSG00000176531,PHLDB3,0.025847174
ENSG00000100918,REC8,0.025843799
ENSG00000141258,SGSM2,0.025842485
ENSG00000144031,ANKRD53,0.025839804
ENSG00000159640,ACE,0.025836162
ENSG00000248115,AC023154.1,0.025835542
ENSG00000141664,ZCCHC2,0.025835129
ENSG00000122741,DCAF10,0.025830825
ENSG00000261879,AC087500.1,0.02582223
ENSG00000260661,AC116903.2,0.025820318
ENSG00000211847,TRAJ42,0.025820293
ENSG00000147813,NAPRT,0.025808263
ENSG00000286904,AC093675.1,0.025804997
ENSG00000203286,Metazoa_SRP,0.025804667
ENSG00000174500,GCSAM,0.02580414
ENSG00000176095,IP6K1,0.02579768
ENSG00000267852,AC119396.1,0.025797288
ENSG00000188404,SELL,0.025792493
ENSG00000132716,DCAF8,0.025786505
ENSG00000234961,AL133415.1,0.025777743
ENSG00000185862,EVI2B,0.025748755
ENSG00000159216,RUNX1,0.025748456
ENSG00000106665,CLIP2,0.025745557
ENSG00000230492,AL049651.1,0.025745065
ENSG00000239883,PARGP1,0.025741661
ENSG00000225217,HSPA7,0.02573436
ENSG00000179057,IGSF22,0.025727301
ENSG00000276293,PIP4K2B,0.025719783
ENSG00000279583,AC009086.2,0.025719596
ENSG00000139832,RAB20,0.025718763
ENSG00000137106,GRHPR,0.025709061
ENSG00000132153,DHX30,0.025705724
ENSG00000128524,ATP6V1F,0.025705057
ENSG00000112514,CUTA,0.025703758
ENSG00000272672,AL391497.1,0.025701003
ENSG00000181847,TIGIT,0.025700855
ENSG00000156873,PHKG2,0.025696063
ENSG00000151623,NR3C2,0.025694461
ENSG00000128731,HERC2,0.025693767
ENSG00000087299,L2HGDH,0.025680003
ENSG00000166997,CNPY4,0.025672017
ENSG00000183020,AP2A2,0.02566585
ENSG00000239779,WBP1,0.02565681
ENSG00000184205,TSPYL2,0.025656588
ENSG00000290315,,0.025644108
ENSG00000113356,POLR3G,0.02562287
ENSG00000241973,PI4KA,0.025613917
ENSG00000168374,ARF4,0.025612969
ENSG00000105700,KXD1,0.025607011
ENSG00000241493,AC018638.3,0.025606305
ENSG00000012660,ELOVL5,0.025605182
ENSG00000101665,SMAD7,0.025601811
ENSG00000110921,MVK,0.025601798
ENSG00000236383,CCDC200,0.025597964
ENSG00000213903,LTB4R,0.025596901
ENSG00000284184,MIR6506,0.025593014
ENSG00000136807,CDK9,0.025591874
ENSG00000188554,NBR1,0.025590056
ENSG00000160214,RRP1,0.025585775
ENSG00000177733,HNRNPA0,0.025571683
ENSG00000100604,CHGA,0.025571013
ENSG00000259499,AC090519.1,0.025565093
ENSG00000155287,SLC25A28,0.025563398
ENSG00000128563,PRKRIP1,0.025554144
ENSG00000263756,AL645941.3,0.025547229
ENSG00000230457,PA2G4P4,0.025534251
ENSG00000183506,PI4KAP2,0.025532834
ENSG00000178404,CEP295NL,0.0255241
ENSG00000099899,TRMT2A,0.025523537
ENSG00000159713,TPPP3,0.025499505
ENSG00000266405,CBX3P2,0.025480726
ENSG00000245261,AL133375.1,0.025476949
ENSG00000127804,METTL16,0.025474811
ENSG00000160326,SLC2A6,0.02547323
ENSG00000129187,DCTD,0.025467417
ENSG00000171148,TADA3,0.025462831
ENSG00000100324,TAB1,0.025462331
ENSG00000253372,AC016405.1,0.025457708
ENSG00000100055,CYTH4,0.025456477
ENSG00000186594,MIR22HG,0.025453434
ENSG00000224950,AL390066.1,0.025451882
ENSG00000108528,SLC25A11,0.02545095
ENSG00000289568,,0.025446294
ENSG00000196914,ARHGEF12,0.02544487
ENSG00000114770,ABCC5,0.025438489
ENSG00000261790,AC005606.2,0.025434484
ENSG00000272853,SUV39H2-DT,0.02543236
ENSG00000129255,MPDU1,0.025427087
ENSG00000140988,RPS2,0.025425526
ENSG00000126746,ZNF384,0.025423834
ENSG00000223501,VPS52,0.025421965
ENSG00000181513,ACBD4,0.025421304
ENSG00000115207,GTF3C2,0.025420183
ENSG00000102383,ZDHHC15,0.025419788
ENSG00000103043,VAC14,0.025400328
ENSG00000189298,ZKSCAN3,0.025398234
ENSG00000251015,SLC25A30-AS1,0.025387016
ENSG00000198785,GRIN3A,0.0253862
ENSG00000162542,TMCO4,0.02537921
ENSG00000122218,COPA,0.025369454
ENSG00000275734,AC010538.1,0.025361364
ENSG00000131043,AAR2,0.025353356
ENSG00000280332,AC020917.4,0.025352017
ENSG00000138646,HERC5,0.025351369
ENSG00000269873,AC245884.10,0.025348573
ENSG00000149573,MPZL2,0.02534554
ENSG00000188690,UROS,0.025336851
ENSG00000165716,DIPK1B,0.025336257
ENSG00000196581,AJAP1,0.025333479
ENSG00000180423,HARBI1,0.025327847
ENSG00000113303,BTNL8,0.02531654
ENSG00000237351,ITPK1P1,0.025315796
ENSG00000245534,RORA-AS1,0.025307579
ENSG00000179922,ZNF784,0.025300296
ENSG00000168569,TMEM223,0.025296513
ENSG00000103494,RPGRIP1L,0.025296189
ENSG00000273002,ARHGEF2-AS2,0.025293956
ENSG00000137802,MAPKBP1,0.025288693
ENSG00000178982,EIF3K,0.025283132
ENSG00000146192,FGD2,0.025278658
ENSG00000162076,FLYWCH2,0.025254691
ENSG00000092847,AGO1,0.025236736
ENSG00000101417,PXMP4,0.025230421
ENSG00000259546,AC027808.1,0.025227552
ENSG00000125875,TBC1D20,0.025222643
ENSG00000241679,AC018450.1,0.025213191
ENSG00000048162,NOP16,0.025194501
ENSG00000161664,ASB16,0.025187051
ENSG00000272573,MUSTN1,0.025177445
ENSG00000243404,RPL35AP32,0.025175712
ENSG00000123360,PDE1B,0.025171951
ENSG00000118263,KLF7,0.025168966
ENSG00000100209,HSCB,0.02516258
ENSG00000283041,AC008038.1,0.025158907
ENSG00000181444,ZNF467,0.025158753
ENSG00000180884,ZNF792,0.025145593
ENSG00000138311,ZNF365,0.025128006
ENSG00000229124,VIM-AS1,0.025121849
ENSG00000170776,AKAP13,0.025116378
ENSG00000290705,,0.025115431
ENSG00000258761,AC116903.1,0.025107822
ENSG00000160072,ATAD3B,0.025105222
ENSG00000156599,ZDHHC5,0.025103869
ENSG00000119698,PPP4R4,0.025101308
ENSG00000127586,CHTF18,0.025101229
ENSG00000225407,AC025188.1,0.025100954
ENSG00000279933,AL031595.1,0.025095444
ENSG00000138617,PARP16,0.025094696
ENSG00000136156,ITM2B,0.025090481
ENSG00000283189,AC104452.1,0.025085891
ENSG00000273096,AL021707.8,0.025080333
ENSG00000263740,RN7SL4P,0.025077386
ENSG00000265982,AC103810.3,0.025062467
ENSG00000038532,CLEC16A,0.025062001
ENSG00000260279,AC137932.1,0.025060428
ENSG00000272502,AC104958.2,0.025049616
ENSG00000182578,CSF1R,0.025046663
ENSG00000123219,CENPK,0.025043919
ENSG00000141002,TCF25,0.02503649
ENSG00000175711,B3GNTL1,0.025026104
ENSG00000182986,ZNF320,0.025024143
ENSG00000226272,ARHGAP26-AS1,0.025022735
ENSG00000287377,AC090948.4,0.025020554
ENSG00000168090,COPS6,0.025016504
ENSG00000279991,AC009044.1,0.025015422
ENSG00000180901,KCTD2,0.025005454
ENSG00000286912,AC006008.1,0.024977968
ENSG00000248098,BCKDHA,0.024976977
ENSG00000148719,DNAJB12,0.024973192
ENSG00000174943,KCTD13,0.024962233
ENSG00000258459,AL356019.1,0.02495949
ENSG00000223768,LINC00205,0.024956613
ENSG00000172062,SMN1,0.024955083
ENSG00000094914,AAAS,0.024953921
ENSG00000167302,TEPSIN,0.024948672
ENSG00000278236,AC005076.2,0.024924139
ENSG00000239732,TLR9,0.024921579
ENSG00000181035,SLC25A42,0.024915728
ENSG00000183655,KLHL25,0.024904286
ENSG00000176715,ACSF3,0.024898769
ENSG00000288979,,0.024886767
ENSG00000279474,AC125437.2,0.024884727
ENSG00000227017,AC007036.1,0.024877498
ENSG00000254838,GVINP1,0.024876809
ENSG00000248101,AC002116.1,0.024876479
ENSG00000148926,ADM,0.024862829
ENSG00000270392,PFN1P2,0.024856274
ENSG00000172819,RARG,0.024851798
ENSG00000225636,HNRNPA3P15,0.024849006
ENSG00000259345,AC013652.1,0.024848569
ENSG00000249258,AC079193.2,0.024829219
ENSG00000239650,GUSBP4,0.024823814
ENSG00000259768,AC004943.2,0.024815786
ENSG00000270083,AL021878.2,0.024805401
ENSG00000257221,AC007569.1,0.024793261
ENSG00000079974,RABL2B,0.024792203
ENSG00000290872,,0.024787891
ENSG00000271361,HTATSF1P2,0.024787837
ENSG00000067141,NEO1,0.024781947
ENSG00000164236,ANKRD33B,0.024778228
ENSG00000288608,AC010973.3,0.024764217
ENSG00000261218,AC099524.1,0.024762001
ENSG00000132405,TBC1D14,0.024743467
ENSG00000103507,BCKDK,0.024741978
ENSG00000247596,TWF2,0.024729994
ENSG00000241666,AL031733.2,0.024727507
ENSG00000096654,ZNF184,0.024726045
ENSG00000166507,NDST2,0.024724657
ENSG00000124588,NQO2,0.02472324
ENSG00000114841,DNAH1,0.024706898
ENSG00000178802,MPI,0.02470451
ENSG00000130270,ATP8B3,0.024698431
